15:11:25.239 leos [main] [] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization started
15:11:50.297 leos [main] [] WARN  o.a.activemq.artemis.core.server - AMQ222269: Please use a fixed value for "journal-pool-files". Default changed per https://issues.apache.org/jira/browse/ARTEMIS-1628
15:11:57.065 leos [main] [] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext initialized in 31808 ms
15:11:58.012 leos [main] [] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcher'
15:12:01.350 leos [main] [] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3336 ms
15:12:26.043 leos [qtp149388379-24] [] WARN  c.v.s.DefaultDeploymentConfiguration - 
=================================================================
Vaadin is running in DEBUG MODE.
Add productionMode=true to web.xml to disable debug features.
To show debug window, add ?debug to your application URL.
=================================================================
15:12:26.454 leos [qtp149388379-24] [] INFO  e.e.e.l.w.s.v.LeosSpringVaadinServlet - LEOS servlet is initialized!
15:12:30.438 leos [qtp149388379-24] [] INFO  e.e.e.l.w.s.LeosSessionListener - Creating http session
15:12:30.913 leos [qtp149388379-24] [] INFO  c.v.spring.server.SpringUIProvider - Unable to create the directory [null] for caching of themes compiled on the fly
15:12:33.023 leos [qtp149388379-22] [] WARN  com.vaadin.spring.internal.BeanStore - Storing non-serializable bean [EventBus{default}] with name [eventBus] in [UIBeanStore[id=6106666b, name=UI:0]]
15:12:34.080 leos [qtp149388379-22] [] WARN  com.vaadin.spring.internal.BeanStore - Storing non-serializable bean [eu.europa.ec.leos.web.support.vaadin.NotificationManager@36015bd9] with name [notificationManager] in [UIBeanStore[id=6106666b, name=UI:0]]
15:12:34.169 leos [qtp149388379-22] [] WARN  com.vaadin.spring.internal.BeanStore - Storing non-serializable bean [eu.europa.ec.leos.web.support.vaadin.DeadEventHandler@1486c88f] with name [deadEventHandler] in [UIBeanStore[id=6106666b, name=UI:0]]
15:13:38.426 leos [qtp149388379-25] [] INFO  e.e.e.l.s.d.ProposalServiceImpl - Created Proposal ref main-clea1isvz0001f440sut68iqd-en in path /leos/workspaces/package_clea1irm90000f4402a9xi24a
15:13:46.001 leos [qtp149388379-25] [] INFO  e.e.e.l.s.d.MemorandumServiceImpl - Created Memorandum ref EXPL_MEMORANDUM-clea1iz7g0002f440pqc8fzbk-en in path /leos/workspaces/package_clea1irm90000f4402a9xi24a
15:13:46.057 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docLanguageCover, ignoring and continuing
15:13:46.060 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docTypeCover, ignoring and continuing
15:13:46.162 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docPurposeCover, ignoring and continuing
15:13:46.320 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docStageCover, ignoring and continuing
15:13:50.581 leos [qtp149388379-25] [] INFO  e.e.e.l.s.document.BillServiceImpl - Created Bill with ref 'DIR-clea1j2s90003f44042c0hlpe-en' in path /leos/workspaces/package_clea1irm90000f4402a9xi24a
15:13:50.652 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docLanguageCover, ignoring and continuing
15:13:50.697 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docTypeCover, ignoring and continuing
15:13:50.869 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docPurposeCover, ignoring and continuing
15:13:50.991 leos [qtp149388379-25] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docStageCover, ignoring and continuing
15:13:55.391 leos [qtp149388379-25] [] INFO  e.e.e.l.u.v.w.WorkspacePresenter - New document of type PROPOSAL created in 20029 milliseconds (20 sec)
15:14:13.933 leos [qtp149388379-99] [] WARN  com.vaadin.spring.internal.BeanStore - Storing non-serializable bean [eu.europa.ec.leos.ui.component.versions.VersionComparatorProposal@1064477a] with name [versionComparatorProposal] in [ViewBeanStore[id=7266a3eb, name=null:document]]
15:14:21.107 leos [qtp149388379-99] [] INFO  e.e.e.l.s.document.BillServiceImpl - getTableOfContent in 1875 milliseconds (1 sec)
15:14:22.833 leos [qtp149388379-99] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@6d596d44
15:18:32.342 leos [qtp149388379-20] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@2064f812
15:18:41.559 leos [qtp149388379-102] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@563489ea
15:18:42.671 leos [qtp149388379-102] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@60c0b749
15:30:55.815 leos [qtp149388379-101] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@44b3260f
15:31:18.730 leos [qtp149388379-23] [] INFO  e.e.e.l.s.d.ProposalServiceImpl - Created Proposal ref main-clea25jg70005f440w5y072eb-en in path /leos/workspaces/package_clea25j2c0004f4407tb8larg
15:31:24.718 leos [qtp149388379-23] [] INFO  e.e.e.l.s.d.MemorandumServiceImpl - Created Memorandum ref EXPL_MEMORANDUM-clea25o4d0006f440lb3i9gab-en in path /leos/workspaces/package_clea25j2c0004f4407tb8larg
15:31:24.754 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docLanguageCover, ignoring and continuing
15:31:24.755 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docTypeCover, ignoring and continuing
15:31:25.107 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docPurposeCover, ignoring and continuing
15:31:25.142 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docStageCover, ignoring and continuing
15:31:28.440 leos [qtp149388379-23] [] INFO  e.e.e.l.s.document.BillServiceImpl - Created Bill with ref 'DEC-clea25r710007f440upvcop97-en' in path /leos/workspaces/package_clea25j2c0004f4407tb8larg
15:31:28.468 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docLanguageCover, ignoring and continuing
15:31:28.475 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docTypeCover, ignoring and continuing
15:31:28.510 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docPurposeCover, ignoring and continuing
15:31:28.531 leos [qtp149388379-23] [] WARN  e.e.e.l.s.p.n.XmlNodeProcessorImpl - Configuration not found for:docStageCover, ignoring and continuing
15:31:31.603 leos [qtp149388379-23] [] INFO  e.e.e.l.u.v.w.WorkspacePresenter - New document of type PROPOSAL created in 18332 milliseconds (18 sec)
15:32:12.472 leos [qtp149388379-101] [] WARN  com.vaadin.spring.internal.BeanStore - Storing non-serializable bean [eu.europa.ec.leos.ui.component.versions.VersionComparatorProposal@2430a5c] with name [versionComparatorProposal] in [ViewBeanStore[id=2625ac69, name=null:memorandum]]
15:32:16.841 leos [qtp149388379-101] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@6b4b5ecf
15:32:16.843 leos [qtp149388379-101] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.TocResizedEvent@25ceb8d2
15:32:26.318 leos [qtp149388379-24] [] WARN  e.e.e.l.w.s.e.DeadEventLogSubscriber - Dead event: eu.europa.ec.leos.ui.event.toc.InlineTocCloseRequestEvent@2aea2b7e
